NAME,ICAO,IATA,SYNOP,LAT,LONG,ELEV,COUNTRY
ON MOOSE CREEK     ,CTCK,   ,71304,45.15N,074.58W,85,CA
ON CORNWALL        ,CTCW,   ,71369,45.02N,074.41W,58,CA
ON ALGONQUIN PARK  ,CTNK,   ,71581,45.32N,078.16W,410,CA
ON WINCHESTER      ,CTWN,   ,71367,45.03N,075.20W,75,CA
PE CHARLOTTETOWN AR,CYYG,YYG,71706,46.16N,063.07W,54,CA
PE CONFEDERATION BR,CXBP,   ,     ,46.14N,063.44W,54,CA
PE EAST POINT (MARS,CWEP,WEP,71412,46.27N,061.58W,11,CA
PE MAPLE PLAINS PEI,CXMP,   ,     ,46.18N,063.35W,46,CA
PE NORTH POINT (AUT,CWNE,WNE,     ,47.04N,064.00W,15,CA
PE ST PETERS       ,CZSP,   ,71310,46.27N,062.35W,30,CA
PE SUMMERSIDE (AUTO,CWSD,   ,     ,46.25N,063.51W,24,CA
PE SUMMERSIDE(CAN M,CYSU,YSU,71702,46.25N,063.49W,24,CA
PE HARRINGTON CDA  ,CAHR,   ,71350,46.21N,063.10W,53,CA
QC AMQUI           ,CWZS,WZS,71386,48.28N,067.26W,166,CA
QC AKULIVIK AIRPORT,CYKO,YKO,     ,60.49N,078.09W,9,CA
QC AUPALUK         ,CYLA,YLA,     ,59.17N,069.35W,35,CA
QC BAGOTVILLE(CAN M,CYBG,YBG,71727,48.20N,070.59W,159,CA
QC BAIE COMEAU AIRP,CYBC,YBC,71187,49.07N,068.12W,22,CA
QC BARRAGE ANGLIERS,CWRC,WRC,71820,47.33N,079.14W,266,CA
QC BEAUCEVILLE     ,CWHV,WHV,71323,46.12N,070.46W,229,CA
QC BEAUPORT        ,CXBO,XBO,71578,46.50N,071.12W,100,CA
QC BLANC SABLON ARP,CYBX,YBX,71808,51.27N,057.10W,35,CA
QC BONNARD(AUTO)   ,CWKD,WKD,71383,50.44N,071.01W,497,CA
QC BORDER (MAPS)   ,CWTB,WTB,71901,55.19N,063.13W,479,CA
QC CAP CHAT (MAPS) ,CWSG,WSG,71428,49.07N,066.39W,5,CA
QC CAP D'ESPOIR (MA,CWRZ,WRZ,71429,48.25N,064.19W,16,CA
QC CAP MADELEINE(MA,CWSF,WSF,71425,49.15N,065.19W,29,CA
QC CAP TOURMENTE   ,CWTN,WTN,71384,47.04N,070.47W,6,CA
QC CHAMOUCHOUANE AU,CWEE,WEE,71523,49.16N,073.20W,305,CA
QC CHAPAIS         ,CWUK,   ,71824,49.49N,074.59W,381,CA
QC CHARLEVOIX (MRX),CWIS,WIS,71319,47.17N,070.38W,719,CA
QC CHARLEVOIX AIRPO,CYML,YML,     ,47.36N,070.13W,298,CA
QC CHATHAM BROWNBRG,CMBB,   ,     ,45.37N,074.25W,75,CA
QC CHEVERY (MARS)  ,CWDM,WDM,71814,50.28N,059.37W,6,CA
QC CHIBOUGAMAU CHAP,CYMT,YMT,71822,49.46N,074.31W,387,CA
QC CHUTE DES PASSES,CWDT,WDT,71522,49.53N,071.15W,399,CA
QC DESCHAMBAULTS   ,CWHQ,WHQ,71389,46.41N,071.58W,55,CA
QC EASTMAIN RIVER A,CZEM,ZEM,     ,52.13N,078.31W,7,CA
QC FRELIGHSBURG    ,CWFQ,WFQ,71373,45.02N,072.49W,152,CA
QC GASPE AIRPORT   ,CYGP,YGP,71188,48.46N,064.28W,33,CA
QC GATINEAU AIRPORT,CYND,YND,     ,45.31N,075.34W,64,CA
QC HARRINGTON      ,CMHN,   ,     ,45.48N,074.39W,168,CA
QC HAVRE ST PIERRE ,CYGV,YGV,71313,50.16N,063.37W,33,CA
QC HEATH POINT (MAP,CWHP,   ,71423,49.04N,061.42W,4,CA
QC HIGH FALLS CS (A,CXHF,XHF,71391,45.50N,075.39W,190,CA
QC ICE AUX GRUES   ,CWIG,WIG,     ,47.04N,070.32W,18,CA
QC ICE AUX PERROQUE,CWQR,WQR,71375,50.13N,064.13W,9,CA
QC ILE BICQUETTE   ,CWQO,WQO,71385,48.25N,068.54W,1,CA
QC ILE CHARRON     ,CWVZ,WVZ,     ,45.35N,073.30W,12,CA
QC ILE D'ORLEANS(AU,CWER,WER,71424,47.00N,070.49W,5,CA
QC ILE ROUGE(MAPS) ,CWAF,WAF,71426,48.04N,069.32W,5,CA
QC ILES DE LA MADEL,CYGR,YGR,71709,47.25N,061.46W,10,CA
QC ILES-DE-LA-MADEL,CWGR,WGR,71710,47.25N,061.48W,60,CA
QC INUKJUAK        ,    ,   ,71907,58.27N,078.05W,3,CA
QC INUKJUAK        ,CYPH,YPH,71306,58.28N,078.05W,25,CA
QC IVUJIVIK ARPT(SA,CYIK,YIK,     ,62.25N,077.56W,42,CA
QC JONQUIERE(AUTO) ,CWJO,WJO,71617,48.26N,071.09W,133,CA
QC KANGIKSUALUJJUAQ,CYLU,YLU,     ,58.43N,065.58W,60,CA
QC KANGIQSUJUAQ(SAW,CYKG,YKG,     ,61.34N,071.55W,151,CA
QC KANGIRSUK (SAWR),CYAS,YAS,     ,60.01N,070.00W,117,CA
QC KUUJJUAQ AIRPORT,CYVP,YVP,71906,58.07N,068.25W,60,CA
QC KUUJJUARAPIK ARP,CYGW,YGW,71905,55.16N,077.46W,12,CA
QC L'ACADIE        ,CWIZ,WIZ,71372,45.17N,073.20W,45,CA
QC L'ASSOMPTION    ,CWEW,WEW,71524,45.49N,073.26W,21,CA
QC LA BAIE         ,CWUX,WUX,71388,48.18N,070.56W,135,CA
QC LA GRANDE III(SA,CYAD,YAD,     ,53.34N,076.12W,233,CA
QC LA GRANDE IV ARP,CYAH,YAH,71823,53.45N,073.40W,306,CA
QC LA GRANDE RIVIER,CYGL,YGL,71827,53.37N,077.42W,195,CA
QC LA POCATIERE    ,CWST,   ,71713,47.21N,070.01W,31,CA
QC LA TUQUE        ,CWDQ,WDQ,71378,47.25N,072.47W,169,CA
QC LAC EON (MAPS)  ,CWEO,WEO,71421,51.52N,063.16W,561,CA
QC LAC MEMPHREMAGOG,CWTT,WTT,     ,45.16N,072.10W,209,CA
QC LAC ST PIERRE (A,CWBS,WBS,71198,46.11N,072.55W,16,CA
QC LATERRIERE      ,CXLT,   ,71040,48.18N,071.08W,162,CA
QC LAUZON          ,CWLU,WLU,     ,46.50N,071.10W,20,CA
QC LENNOXVILLE     ,CWQH,WQH,71611,45.22N,071.49W,181,CA
QC LOCHABER        ,CMHB,   ,     ,45.38N,075.12W,105,CA
QC LONGUE PT DE MON,CWBT,WBT,71512,50.16N,064.14W,11,CA
QC MANIWAKI        ,CWMJ,WMJ,71721,46.16N,076.00W,200,CA
QC MANIWAKI        ,CWMW,WMW,71722,46.22N,075.58W,170,CA
QC MATAGAMI AIRPORT,CYNM,YNM,71821,49.46N,077.49W,281,CA
QC MCGILL RADAR    ,CWMN,   ,     ,45.25N,073.56W,63,CA
QC MC TAVISH (AUT) ,CWTA,WTA,71612,45.30N,073.35W,63,CA
QC MISTOOK (AUT)   ,CWIX,WIX,71381,48.36N,071.43W,113,CA
QC MONT JOLI AIRPOR,CYYY,YYY,71718,48.36N,068.13W,52,CA
QC MONT ORFORD     ,CWHY,WHY,71618,45.19N,072.15W,851,CA
QC MONTREAL EST    ,CWPQ,WPQ,71675,45.38N,073.30W,6,CA
QC MONTREAL/DORVAL ,CYUL,YUL,71627,45.28N,073.44W,36,CA
QC MONTREAL/DORVAL ,CWTQ,   ,71183,45.28N,073.45W,32,CA
QC MONTREAL/MIRABEL,CYMX,YMX,71626,45.40N,074.01W,82,CA
QC NATASHQUAN AIRP ,CYNA,YNA,71813,50.10N,061.49W,11,CA
QC NEMISCAU ARPT(SA,CYHH,YHH,     ,51.42N,076.07W,244,CA
QC NEW CARLISLE1   ,CWOC,WOC,71619,48.01N,065.19W,47,CA
QC NICOLET (AUTOB) ,CWNQ,WNQ,71723,46.13N,072.39W,10,CA
QC NORMANDIN       ,CWOD,WOD,71379,48.51N,072.33W,137,CA
QC ONATCHIWAY      ,CWXC,WXC,71387,48.53N,071.02W,300,CA
QC PARC DES LAURENT,CWPD,WPD,71382,47.34N,071.13W,803,CA
QC PARENT (MARS)   ,CWPK,WPK,71726,47.55N,074.37W,442,CA
QC POINTE DES MONTS,CWTG,WTG,71427,49.19N,067.22W,5,CA
QC POINTE NOIRES CS,CWIP,WIP,71390,50.10N,066.26W,25,CA
QC PORT MENIER (MAR,CWBY,WBY,71810,49.49N,064.17W,53,CA
QC PUVIRGNITUQ     ,CYPX,YPX,     ,60.02N,077.16W,23,CA
QC POINTE CLAVEAU  ,CWQV,WQV,71189,48.16N,070.07W,1,CA
QC QUAQTAQ AIRPORT ,CYHA,YHA,71904,61.02N,069.37W,30,CA
QC QUEBEC          ,CYQB,YQB,71714,46.47N,071.22W,73,CA
QC RAWDON          ,CMWD,   ,     ,46.01N,073.49W,210,CA
QC RIVIERE DU LOUP ,CWNH,   ,71715,47.47N,069.32W,148,CA
QC ROBERVAL AIRPORT,CYRJ,YRJ,71728,48.31N,072.16W,179,CA
QC ROUYN AIRPORT   ,CYUY,YUY,     ,48.12N,078.49W,301,CA
QC SAINT HUBERT ARP,CYHU,YHU,71371,45.31N,073.25W,27,CA
QC SAINT LOUIS     ,CMLI,   ,     ,45.52N,073.00W,31,CA
QC SALLIUT ARPT (SA,CYZG,YZG,     ,62.10N,075.40W,226,CA
QC SCHEFFERVILLE AR,CYKL,YKL,71828,54.47N,066.49W,521,CA
QC SEPT ILES AIRPOR,CYZV,YZV,71811,50.13N,066.16W,55,CA
QC SEPT ILES       ,CXZV,   ,     ,50.13N,066.15W,52,CA
QC SHAWINIGAN      ,CXSH,XSH,71370,46.35N,072.44W,110,CA
QC SHERBROOKE      ,CYSC,YSC,71610,45.26N,071.41W,241,CA
QC ST ANICET       ,CWBZ,WBZ,71712,45.07N,074.16W,49,CA
QC ST FOY/U LAVAL  ,CWJB,WJB,71392,46.47N,071.16W,91,CA
QC ST GEDEON       ,CWIU,WIU,     ,48.29N,071.47W,103,CA
QC ST HENRI        ,CWIA,WIA,     ,48.39N,071.51W,103,CA
QC ST JOVITE (AUTOB,CWJT,WJT,71376,46.04N,074.34W,239,CA
QC ST CLOTHILDE (A ,CWIT,WIT,71614,45.10N,073.40W,52,CA
QC STE ANNE DE BELL,CWVQ,WVQ,71377,45.25N,073.55W,39,CA
QC TASIUJAQ A      ,CYTQ,YTQ,     ,58.40N,069.57W,31,CA
QC TEMISCAMINQUE   ,CWBA,   ,71732,46.43N,079.06W,181,CA
QC TROIS RIVIERES  ,CWTY,WTY,71724,46.21N,072.31W,6,CA
QC TROIS RIVIERES  ,CYRQ,   ,     ,46.21N,072.41W,61,CA
QC UMIUJAQ         ,CYMU,YMU,     ,56.31N,076.31W,71,CA
QC VAL D'OR AIRPORT,CYVO,YVO,71725,48.04N,077.46W,337,CA
QC VALCARTIER AIRPO,CYOY,YOY,71716,46.53N,071.30W,168,CA
QC VARENNES        ,CWHM,WHM,71184,45.43N,073.22W,192,CA
QC VILLEROY RADAR  ,CWVY,WVY,71616,46.27N,071.55W,108,CA
QC WASKAGANISH AIRP,CYKQ,YKQ,     ,51.28N,078.45W,23,CA
QC WEMINDJI        ,CYNC,YNC,     ,53.01N,078.49W,14,CA
QC INUKJUAK        ,CWPH,WPH,     ,58.27N,078.07W,253,CA
QC VALCARTIER      ,CWQG,WQG,71151,46.53N,071.30W,168,CA
QC VAL D IRENE RADR,CXAM,   ,     ,48.29N,067.36W,583,CA
QC BEAUHARNOS      ,CMBR,   ,     ,45.19N,073.55W,22,CA
QC ST CONSTANT     ,CMCT,   ,     ,45.20N,073.35W,39,CA
QC COVEY HILL      ,CMCW,   ,     ,45.01N,073.52W,262,CA
QC FORET MONTMORENC,CMFM,   ,71212,47.19N,071.09W,672,CA
QC GRANBY          ,CMGB,   ,     ,45.22N,072.46W,86,CA
QC HOWICK          ,CMHW,   ,     ,45.10N,073.52W,42,CA
QC L ARTIFICE      ,CMLA,   ,     ,45.04N,073.50W,61,CA
QC PIEDMONT        ,CMPD,   ,     ,45.53N,074.06W,175,CA
QC S POLYCARPE71306,CMPL,   ,     ,45.18N,074.18W,56,CA
QC ROUGEMONT       ,CMRG,   ,     ,45.25N,073.03W,54,CA
QC RIGAUD          ,CMRI,   ,71305,45.29N,074.18W,30,CA
QC RUSSELTOWN      ,CMRU,   ,     ,45.03N,073.48W,65,CA
QC RUISSEAU CRANB  ,CMRY,   ,     ,45.07N,073.41W,59,CA
QC ST SABINE       ,CMSB,   ,     ,45.13N,073.01W,49,CA
QC ST CELESTIN     ,CMSC,   ,     ,46.12N,072.27W,55,CA
QC ST M-D-NAPIERVIL,CMSX,   ,     ,45.11N,073.37W,59,CA
QC ST CHRYSOSTOME  ,CMYT,   ,     ,45.08N,073.46W,55,CA
SK ASSINIBOIA ARPT ,CWJI,WJI,71487,49.43N,105.55W,724,CA
SK BROADVIEW       ,CWIK,WIK,71861,50.22N,102.35W,602,CA
SK BRATTS LAKE     ,CXBK,XBK,71569,50.12N,104.42W,580,CA
SK BROADVIEW CS    ,CWXU,   ,71737,50.23N,102.41W,600,CA
SK BUFFALO NARROWS ,CWVT,WVT,71077,55.49N,108.25W,434,CA
SK BUFFALO NARROWS ,CYVT,YVT,     ,55.49N,108.25W,434,CA
SK CANDLE LAKE     ,CWLZ,WLZ,71146,53.44N,105.16W,503,CA
SK CLUFF LAKE      ,CXXX,   ,71073,58.23N,109.31W,339,CA
SK CORONACH SPC    ,CWAQ,WAQ,71516,49.03N,105.29W,756,CA
SK CYPRESS HILLS PA,CWVP,WVP,71139,49.38N,109.31W,1271,CA
SK EASTEND CYPRESS ,CWEH,WEH,71131,49.25N,108.58W,1078,CA
SK ELBOW (MARS)    ,CWOK,WOK,71450,51.07N,106.34W,595,CA
SK ESTEVAN AIRPORT ,CYEN,YEN,71862,49.13N,102.58W,581,CA
SK HUDSON BAY      ,CYHB,YHB,71868,52.49N,102.19W,358,CA
SK INDIAN HEAD CDA ,CWBD,WBD,71194,50.33N,103.39W,582,CA
SK JIMMY LAKE      ,CWHN,WHN,     ,54.53N,109.58W,636,CA
SK KEY LAKE        ,CYKJ,YKJ,71488,57.15N,105.37W,509,CA
SK KINDERSLEY      ,CYKY,YKY,71129,51.31N,109.10W,694,CA
SK LA RONGE AIRPORT,CYVC,YVC,71922,55.09N,105.16W,379,CA
SK LA RONGE AIRPORT,CXOX,XOX,71586,55.09N,105.16W,379,CA
SK LEADER ARPT (AUT,CWJX,WJX,71459,50.53N,109.30W,672,CA
SK LUCKY LAKE (AUTO,CWLE,WLE,71455,50.57N,107.09W,665,CA
SK MAPLECREEK (AUTO,CWMQ,WMQ,71453,49.54N,109.28W,767,CA
SK MEADOW LAKE AIRP,CYLJ,YLJ,71125,54.07N,108.31W,480,CA
SK MELFORT (AUTOB) ,CWFF,WFF,71456,52.49N,104.35W,490,CA
SK MOOSE JAW (CAN M,CYMJ,YMJ,71864,50.19N,105.32W,577,CA
SK MOOSE JAW       ,CZMJ,   ,     ,50.20N,105.34W,577,CA
SK NIPAWIN AIRPORT ,CYBU,YBU,71130,53.19N,104.00W,374,CA
SK NIPAWIN         ,CWBU,   ,     ,53.20N,104.01W,373,CA
SK NORTH BATTLEFORD,CYQW,YQW,71876,52.46N,108.15W,548,CA
SK PRINCE ALBERT AR,CYPA,YPA,71869,53.13N,105.40W,428,CA
SK REGINA AIRPORT  ,CYQR,YQR,71863,50.26N,104.40W,577,CA
SK REGINA UNIVERSIT,CWDJ,WDJ,71514,50.24N,104.35W,573,CA
SK ROCKGLEN (MARS) ,CWKO,WKO,71135,49.10N,105.58W,917,CA
SK ROSETOWN EAST (A,CWRJ,WRJ,71510,51.34N,107.55W,586,CA
SK SASKATOON AIRPOR,CYXE,YXE,71866,52.10N,106.42W,504,CA
SK SOUTHEND (AUTOB),CWJH,WJH,71451,56.19N,103.16W,344,CA
SK SPIRITWOOD WEST ,CWSR,WSR,71133,53.22N,107.32W,584,CA
SK STONY RAPIDS ARP,CYSF,YSF,71132,59.15N,105.49W,250,CA
SK SWIFT CURREN    ,CYYN,YYN,71870,50.16N,107.40W,818,CA
SK URANIUM CITY(MAR,CWDC,WDC,71076,59.34N,108.28W,318,CA
SK VAL MARIE SE(AUT,CWVN,WVN,71137,49.04N,107.34W,785,CA
SK WATROUS EAST (AU,CWIW,WIW,71511,51.40N,105.24W,526,CA
SK WEYBURN (AUTOB) ,CWWF,WWF,71452,49.42N,103.48W,589,CA
SK WYNYARD (AUT)   ,CWOY,WOY,71865,51.46N,104.12W,560,CA
SK YORKTON AIRPORT ,CYQV,YQV,71292,51.16N,102.28W,498,CA
SK WALDRON VOR     ,CYDR,YDR,     ,50.22N,102.32W,615,CA
SK CANADA ARTCC    ,CZFD,ZFD,     ,59.19N,107.11W,131,CA
YT BEAVER CREEK ARP,CYXQ,YXQ,     ,62.25N,140.52W,649,CA
YT BURWASH         ,CYDB,YDB,71967,61.22N,139.03W,801,CA
YT CARMACKS        ,CXCK,XCK,71039,62.07N,136.12W,540,CA
YT DAWSON AIRPORT  ,CYDA,YDA,71966,64.02N,139.07W,369,CA
YT FARO (MARS)     ,CWUM,WUM,71949,62.13N,133.20W,717,CA
YT FARO APT ARTCC  ,CZFA,ZFA,     ,62.12N,133.22W,717,CA
YT HAINES JUNCTION ,CWHT,WHT,71505,60.46N,137.35W,599,CA
YT HERSCHEL ISLAND ,CWJN,   ,71501,69.34N,138.55W,1,CA
YT KOMAKUK BEACH   ,CWKM,WKM,71046,69.36N,140.10W,13,CA
YT MARGARET LAKE   ,CWZR,   ,71977,68.48N,140.51W,543,CA
YT MAYO AIRPORT    ,CYMA,   ,71965,63.37N,135.52W,504,CA
YT OLD CROW AIRPORT,CYOC,YOC,     ,67.34N,139.49W,251,CA
YT SHINGLE POINT AR,CYUA,YUA,71968,68.57N,137.17W,38,CA
YT STORM HILLS     ,CWVH,WVH,71052,68.54N,133.56W,261,CA
YT TESLIN (MARS)   ,CWZW,WZW,     ,60.10N,132.44W,705,CA
YT TESLIN ARPT (AUT,CYZW,YZW,71045,60.10N,132.45W,705,CA
YT WATSON LAKE AIRP,CYQH,YQH,71953,60.07N,128.49W,690,CA
YT WATSON LAKE     ,CXQH,   ,71199,60.07N,128.49W,690,CA
YT WHITEHORSE AIRPO,CYXY,YXY,71964,60.43N,135.04W,703,CA
   ACAPULCO/G. ALVA,MMAA,ACA,     ,16.45N,099.45W,5,MX
   ACAPULCO/G. ALVA,    ,   ,76805,16.50N,099.56W,3,MX
   AGUASCALIENTES  ,MMAS,AGU,76571,21.42N,102.19W,1863,MX
   BAHIAS DE HUATUL,MMBT,HUX,     ,15.46N,096.16W,143,MX
   CAMPECHE/IGNACIO,MMCP,CPE,76695,19.49N,090.30W,5,MX
   CANCUN          ,MMUN,CUN,76595,21.01N,086.51W,10,MX
   CHETUMAL        ,MMCM,CTM,76750,18.30N,088.20W,12,MX
   CHIHUAHUA INTL A,MMCU,CUU,76225,28.42N,105.58W,1372,MX
   CIUDAD DEL CARM ,MMCE,CME,     ,18.39N,091.48W,2,MX
   CIUDAD JUAREZ IN,MMCS,CJS,     ,31.37N,106.25W,1171,MX
   CHICHEN ITZA YU ,MMCT,MCT,     ,20.38N,088.27W,28,MX
   CIUDAD OBREGON  ,MMCN,CEN,     ,27.24N,109.50W,43,MX
   CIUDAD VICTORIA ,MMCV,CVM,76491,23.43N,098.58W,238,MX
   COLIMA          ,MMIA,IMA,76658,19.16N,103.34W,723,MX
   COZUMEL (CIV/MIL,MMCZ,CZM,76648,20.31N,086.55W,5,MX
   CUERNAVACA      ,MMCB,CVJ,76726,18.50N,099.16W,1560,MX
   CULIACAN (CITY) ,MMCL,CUL,76412,24.46N,107.28W,39,MX
   DEL BAJIO/LEON  ,MMLO,LEO,76752,21.00N,101.28W,1819,MX
   GUADALAJARA     ,MMGL,GDL,     ,20.31N,103.19W,1528,MX
   GUADALAJARA     ,    ,   ,76612,20.40N,103.23W,1551,MX
   DURANGO AIRPORT ,MMDO,DGO,76423,24.07N,104.31W,1857,MX
   GUAYMAS INTL ARP,MMGM,GYM,     ,27.57N,110.55W,20,MX
   EMPALME         ,    ,   ,76256,27.57N,110.46W,12,MX
   HERMOSILLO INTL ,MMHO,HMO,76160,29.05N,111.03W,184,MX
   ISLA GUADALUPE  ,MMGD,GUD,76151,29.10N,118.19W,25,MX
   ISLA SOCORRO    ,MMSC,SOC,76723,18.43N,110.57W,35,MX
   IXTAPA ZIHUATANE,MMZH,ZIH,     ,17.36N,101.28W,6,MX
   IXTEPEC OX      ,MMIT,MIT,     ,16.27N,095.05W,61,MX
   LA PAZ INTL AIRP,MMLP,LAP,     ,24.04N,110.22W,21,MX
   LA PAZ          ,    ,   ,76405,24.10N,110.18W,18,MX
   LORETO          ,MMLT,LTO,76305,26.01N,111.20W,15,MX
   LOS MOCHIS AIRPO,MMLM,LMM,     ,25.40N,109.04W,4,MX
   MANZANILLO INTL ,MMZO,ZLO,     ,19.08N,104.34W,8,MX
   MANZANILLO      ,    ,   ,76654,19.03N,104.19W,3,MX
   MATAMOROS INTL  ,MMMA,MAM,     ,25.46N,097.31W,8,MX
   MAZATLAN/G. BUEL,MMMZ,MZT,     ,23.10N,106.16W,10,MX
   MAZATLAN        ,    ,   ,76458,23.12N,106.25W,4,MX
   MERIDA INTL ARPT,MMMD,MID,76644,20.57N,089.39W,10,MX
   MEXICALI INTL AR,MMML,MXL,     ,32.37N,115.14W,22,MX
   MEXICO CITY/LICE,MMMX,MEX,     ,19.25N,099.05W,2238,MX
   MEXICO CITY/TACU,    ,   ,76679,19.24N,099.12W,2313,MX
   MINATITLAN      ,MMMT,MTT,     ,18.06N,094.34W,40,MX
   MONCLOVA        ,MMMV,MOV,76342,26.57N,101.28W,615,MX
   MONTERREY INTL A,MMAN,MAN,76394,25.52N,100.14W,448,MX
   MONTERREY/GEN MA,MMMY,MTY,     ,25.46N,100.05W,387,MX
   MORELIA NEW     ,MMMM,MLM,76665,19.51N,101.01W,1833,MX
   NOGALES         ,MMNG,NOG,     ,31.13N,110.58W,1222,MX
   NUEVO LAREDO INT,MMNL,NLD,     ,27.25N,099.34W,148,MX
   OAXACA/XOXOCOTLA,MMOX,OAX,76775,17.00N,096.43W,1528,MX
   PIEDRAS NEGRAS  ,MMPG,PNG,76243,28.39N,100.31W,250,MX
   POCA RICA-TAJIN ,MMPA,PAZ,     ,20.30N,097.28W,142,MX
   PUEBLA          ,MMPB,PBC,76685,19.10N,098.22W,2244,MX
   PUERTO PENASCO  ,MMPE,   ,     ,31.21N,113.31W,9,MX
   PALENQUE        ,MMPQ,   ,     ,17.32N,091.59W,61,MX
   PUERTO ESCONDIDO,MMPS,PXM,     ,15.52N,097.04W,88,MX
   PUERTO VALLARTA ,MMPR,PVR,     ,20.40N,105.15W,6,MX
   PUNTA PENASCO   ,    ,PPE,76061,31.11N,113.20W,14,MX
   QUERETARO       ,MMQT,QRO,76625,20.37N,100.11W,1813,MX
   REYNOSA INTL ARP,MMRX,REX,     ,26.01N,098.13W,39,MX
   SALTILLO        ,MMIO,SLW,76390,25.33N,100.56W,1790,MX
   SAN JOSE DEL CAB,MMSD,SJD,     ,23.08N,109.42W,109,MX
   CABO SAN LUCAS  ,MMSL,   ,     ,22.57N,109.56W,140,MX
   SAN LUIS POTOSI ,MMSP,SLP,76539,22.15N,100.56W,1903,MX
   SANTA ROSALIA   ,    ,SRL,76253,27.19N,112.17W,75,MX
   TAMPICO/GEN FJ M,MMTM,TAM,76548,22.16N,097.52W,24,MX
   TAPACHULA       ,MMTP,TAP,     ,14.46N,092.22W,29,MX
   TAPACHULA       ,    ,   ,76903,14.53N,092.18W,119,MX
   TEPIC           ,MMEP,TPQ,76556,21.25N,104.51W,922,MX
   TIJUANA INTL ARP,MMTJ,TIJ,     ,32.32N,116.58W,152,MX
   TOLUCA/JOSE MARI,MMTO,TLC,     ,19.21N,099.34W,2576,MX
   TORREON AIRPORT ,MMTC,TRC,76382,25.34N,103.24W,1124,MX
   TULANCINGO      ,MMTL,TCG,76634,20.04N,098.22W,2181,MX
   TUXTLA GUTIERREZ,MMTG,TGZ,76843,16.34N,093.02W,528,MX
   TUXTLA GUTIERREZ,MMTB,TGM,     ,16.44N,093.10W,528,MX
   URUAPAN/GEN RAYO,MMPN,UPN,     ,19.23N,102.01W,1593,MX
   VERACRUZ        ,MMVR,VER,76692,19.09N,096.11W,16,MX
   VILLAHERMOSA    ,MMVA,VSA,     ,18.00N,092.49W,13,MX
   VILLAHERMOSA    ,    ,   ,76743,17.59N,092.56W,6,MX
   ZACATECAS ARPT  ,MMZC,ZCL,     ,22.54N,102.41W,2177,MX
   ZACATECAS       ,    ,   ,76526,22.45N,102.30W,2265,MX
   GUADALUPE/ZACATE,MMZA,   ,     ,22.45N,102.30W,2265,MX
   TAPACHULA       ,    ,   ,76904,14.46N,092.22W,29,MX
GU AGANA           ,PGUM,   ,     ,13.29N,144.48E,91,US
GU MARIANA/ANDERSEN,PGUA,   ,91218,13.34N,144.55E,187,US
GU TAGUAC          ,PGAC,   ,91212,13.33N,144.49E,111,US
GU TAGUAC          ,    ,   ,91217,13.33N,144.49E,111,US
GU PEIPEINIMARU/TIN,PGWT,   ,91233,14.59N,145.37E,82,US
UM PAGAN/N. MARIANA,PAGP,   ,99451,18.00N,145.25E,2,US
UM SABANETTAN/TINIA,PGNT,   ,     ,15.00N,145.37E,80,US
UM WEST TINIAN     ,PGTI,   ,     ,15.00N,145.37E,82,US
UM JOHNSTON ISLAND ,PJON,   ,91275,16.44N,169.31W,5,US
UM WAKE ISLAND AIRF,PWAK,   ,91245,19.17N,166.39E,4,US
UM CHRISTMAS/CASSID,PLCH,   ,91490,01.59N,157.21W,3,US
UM FANNING ISLAND  ,PLFA,   ,91487,03.51N,159.22W,5,US
UM PALMYRA/COOPER(A,PLPA,   ,91385,05.52N,162.03W,2,US
UM ENIWETOK AUX AF ,PKMA,   ,91250,11.20N,162.20E,5,US
UM JARVIS ISLAND (A,PLUR,   ,91901,00.22S,160.01W,2,US
MH MAJURO WSO AIRPO,PKMJ,   ,91376,07.04N,171.16E,3,US
MH MAJURO ATOLL/NWS,PKMR,   ,     ,07.05N,171.23E,4,US
MH KWAJALEIN/BUCHOL,PKWA,   ,91366,08.43N,167.43E,8,US
MH MILI/MARSHALL IS,MLIP,   ,99450,06.00N,172.00E,0,US
   UJAE ATOLL/MARSH,UJAP,   ,99449,08.55N,165.45E,2,RU
   ENEWETAK/MARSHAL,ENIP,   ,99448,11.22N,162.22E,2,NO
   WENO IS/CHUUK   ,PTKK,   ,91334,07.28N,151.51E,2,FM
   YAP ISLAND      ,PTYA,   ,91413,09.29N,138.05E,17,FM
   BABELTHUAP/KOROR,PTRO,   ,91408,07.22N,134.33E,54,FM
   KOROR PALAU/NWS ,PTKR,   ,     ,07.20N,134.29E,30,FM
   KOSRAE ISLAND   ,PTSA,   ,91356,05.21N,162.57E,3,FM
   POHNPEI NWS     ,PTTP,   ,91348,06.58N,158.13E,2,FM
   POHNPEI AIRPORT ,PTPN,   ,     ,06.58N,158.13E,2,FM
   SAIPAN/KOBLER   ,PGSN,   ,91232,15.07N,145.43E,65,FM
   ROTA INTL AIRP  ,PGRO,   ,91221,14.11N,145.15E,185,FM
   KOSRAE CAROLINES,PTTK,   ,91355,05.20N,162.56E,2,FM
PR AGUADILLA/BORINQ,TJBQ,   ,78514,18.30N,067.08W,72,US
PR FERN LUIS RIBAS ,TJIG,   ,     ,18.27N,066.06W,3,US
PR MAYAGUEZ/EUGENIO,TJMZ,   ,     ,18.16N,067.09W,9,US
PR ROOSEVELT RD NAS,TJNR,   ,78535,18.15N,065.38W,12,US
